;;;;;;;;;;;
;;HOc2;LGOc6;;;HOc2;LGOc6;;;HOc2;LGOc6
42122,0625;28/4/15 1:30;1,9113;596,75;;4/28/15 1:30;1,9123;597,25;;4/28/15 3:00;103;203
42122,0833333333;28/4/15 2:00;1,9075;595,25;;4/28/15 2:00;1,9085;596;;4/28/15 3:30;172;36
42122,1041666667;28/4/15 2:30;1,9086;595,5;;4/28/15 2:30;1,9094;596;;4/28/15 4:00;260;86
42122,125;28/4/15 3:00;1,9111;596,5;;4/28/15 3:00;1,9118;596,75;;4/28/15 4:30;157;4
42122,1458333333;28/4/15 3:30;1,9135;597;;4/28/15 3:30;1,9144;597,5;;4/28/15 5:00;241;33
42122,1666666667;28/4/15 4:00;1,9179;598,25;;4/28/15 4:00;1,9184;598,75;;4/28/15 5:30;225;60
42122,1875;28/4/15 4:30;1,9167;598,25;;4/28/15 4:30;1,9177;598,75;;4/28/15 6:00;176;105
42122,2083333333;28/4/15 5:00;1,9245;600,5;;4/28/15 5:00;1,9254;600,75;;4/28/15 6:30;200;105
42122,2291666667;28/4/15 5:30;1,9246;600,5;;4/28/15 5:30;1,9252;601;;4/28/15 7:00;472;14
42122,25;28/4/15 6:00;1,9255;600,5;;4/28/15 6:00;1,9263;601,25;;4/28/15 7:30;737;15
42122,2708333333;28/4/15 6:30;1,9184;599;;4/28/15 6:30;1,9194;599,25;;4/28/15 8:00;1729;275
42122,2916666667;28/4/15 7:00;1,9254;600,75;;4/28/15 7:00;1,926;601;;4/28/15 8:30;2973;10
42122,3125;28/4/15 7:30;1,9223;599,75;;4/28/15 7:30;1,9229;600,25;;4/28/15 9:00;2468;13
42122,3333333333;28/4/15 8:00;1,927;601,25;;4/28/15 8:00;1,9274;601,5;;4/28/15 9:30;5295;1041
42122,3541666667;28/4/15 8:30;1,9239;599,75;;4/28/15 8:30;1,9244;600,25;;4/28/15 10:00;3032;758
42122,375;28/4/15 9:00;1,9277;601,25;;4/28/15 9:00;1,928;601,75;;4/28/15 10:30;3302;758
42122,3958333333;28/4/15 9:30;1,9358;603,5;;4/28/15 9:30;1,9362;603,75;;4/28/15 11:00;2338;202
42122,4166666667;28/4/15 10:00;1,9333;602,75;;4/28/15 10:00;1,934;603,25;;4/28/15 11:30;2219;98
42122,4375;28/4/15 10:30;1,9302;601,25;;4/28/15 10:30;1,9308;601,75;;4/28/15 12:00;1881;118
42122,4583333333;28/4/15 11:00;1,935;602,75;;4/28/15 11:00;1,9353;603;;4/28/15 12:30;2126;69
42122,4791666667;28/4/15 11:30;1,9323;602;;4/28/15 11:30;1,9328;602,5;;4/28/15 13:00;1845;7
42122,5;28/4/15 12:00;1,9314;601,75;;4/28/15 12:00;1,9319;602,25;;4/28/15 13:30;9699;822
42122,5208333333;28/4/15 12:30;1,9237;599,5;;4/28/15 12:30;1,9242;600;;4/28/15 14:00;1384;98
42122,5416666667;28/4/15 13:00;1,9255;600;;4/28/15 13:00;1,9259;600,5;;4/28/15 14:30;1776;5
42122,5625;28/4/15 13:30;1,9214;599;;4/28/15 13:30;1,9218;599,5;;4/28/15 15:00;382;5
42122,5833333333;28/4/15 14:00;1,92;598,75;;4/28/15 14:00;1,9203;599,25;;4/28/15 15:30;305;5
42122,6041666667;28/4/15 14:30;1,9195;598,75;;4/28/15 14:30;1,9202;599,25;;4/28/15 16:00;2460;3
42122,625;28/4/15 15:00;1,921;599,25;;4/28/15 15:00;1,9214;599,75;;4/28/15 16:30;233;3
42122,6458333333;28/4/15 15:30;1,9217;599,25;;4/28/15 15:30;1,9227;600;;4/28/15 17:30;44;3
42122,6666666667;28/4/15 16:00;1,9182;598,5;;4/28/15 16:00;1,9196;599,25;;4/28/15 18:30;9;3
42122,6875;28/4/15 16:30;1,9126;597,75;;4/28/15 16:30;1,925;598,75;;4/28/15 19:00;23;3
42122,7083333333;28/4/15 17:00;1,914;597,5;;4/28/15;1,9205;599,25;;4/28/15;126;3
42122,7291666667;28/4/15 17:30;1,9151;597,5;;4/28/15 17:30;1,916;599,25;;4/28/15 20:00;22;3
42122,7708333333;28/4/15 18:30;1,9149;597,5;;4/28/15 18:30;1,9155;599,25;;4/28/15 20:30;19;3
42122,7916666667;28/4/15 19:00;1,9136;597,5;;4/28/15 19:00;1,9148;599,25;;4/28/15 21:00;17;3
42122,8125;28/4/15 19:30;1,9161;597,5;;4/28/15 19:30;1,9165;599,25;;4/28/15 21:30;21;3
42122,8333333333;28/4/15 20:00;1,9151;597,5;;4/28/15 20:00;1,9162;599,25;;4/28/15 22:00;16;4
42122,8541666667;28/4/15 20:30;1,9141;597,75;;4/28/15 20:30;1,9148;598;;4/28/15 22:30;24;2
42122,875;28/4/15 21:00;1,9138;597,5;;4/28/15 21:00;1,9153;598;;4/28/15 23:00;5;2
42122,8958333333;28/4/15 21:30;1,9133;597,5;;4/28/15 21:30;1,9147;597,75;;4/28/15 23:30;5;2
42122,9166666667;28/4/15 22:00;1,9144;597,5;;4/28/15 22:00;1,9158;598,25;;4/29/15 0:00;17;2
42122,9375;28/4/15 22:30;1,9147;597,75;;4/28/15 22:30;1,916;598,75;;4/29/15 0:30;22;2
42122,9583333333;28/4/15 23:00;1,9139;597,5;;4/28/15 23:00;1,9157;598,75;;4/29/15 1:00;16;2
42122,9791666667;28/4/15 23:30;1,9139;597,5;;4/28/15 23:30;1,9153;598,5;;4/29/15 1:30;76;7
42123;29/4/15 0:00;1,9154;598;;4/29/15 0:00;1,916;598,75;;4/29/15 2:00;131;7
42123,0208333333;29/4/15 0:30;1,9148;597,75;;4/29/15 0:30;1,9165;599;;4/29/15 2:30;271;25
42123,0416666667;29/4/15 1:00;1,9152;597,75;;4/29/15 1:00;1,9169;599;;4/29/15 3:00;110;50
42123,0625;29/4/15 1:30;1,9168;598,25;;4/29/15 1:30;1,9177;599;;4/29/15 3:30;359;151
42123,0833333333;29/4/15 2:00;1,9152;598;;4/29/15 2:00;1,9162;598,5;;4/29/15 4:00;170;341
42123,1041666667;29/4/15 2:30;1,9104;597;;4/29/15 2:30;1,9112;597,5;;4/29/15 4:30;95;88
42123,125;29/4/15 3:00;1,9131;597,5;;4/29/15 3:00;1,9143;598;;4/29/15 5:00;102;131
42123,1458333333;29/4/15 3:30;1,9078;596;;4/29/15 3:30;1,9082;596,5;;4/29/15 5:30;155;92
42123,1666666667;29/4/15 4:00;1,9091;596,25;;4/29/15 4:00;1,91;597;;4/29/15 6:00;101;1
42123,1875;29/4/15 4:30;1,9115;597,25;;4/29/15 4:30;1,9123;597,75;;4/29/15 6:30;363;22
42123,2083333333;29/4/15 5:00;1,9151;598,5;;4/29/15 5:00;1,9158;598,75;;4/29/15 7:00;179;22
42123,2291666667;29/4/15 5:30;1,9139;598;;4/29/15 5:30;1,9147;598,5;;4/29/15 7:30;481;53
42123,25;29/4/15 6:00;1,9154;598,5;;4/29/15 6:00;1,916;599;;4/29/15 8:00;1147;65
42123,2708333333;29/4/15 6:30;1,9142;598;;4/29/15 6:30;1,9147;598,5;;4/29/15 8:30;3301;128
42123,2916666667;29/4/15 7:00;1,9177;598,75;;4/29/15 7:00;1,9183;599,25;;4/29/15 9:00;2803;317
42123,3125;29/4/15 7:30;1,9182;599;;4/29/15 7:30;1,9187;599,5;;4/29/15 9:30;3174;181
42123,3333333333;29/4/15 8:00;1,9226;600,5;;4/29/15 8:00;1,923;601;;4/29/15 10:00;7144;411
42123,3541666667;29/4/15 8:30;1,9279;601,75;;4/29/15 8:30;1,9284;602,25;;4/29/15 10:30;6996;2119
42123,375;29/4/15 9:00;1,9305;602,25;;4/29/15 9:00;1,9308;602,75;;4/29/15 11:00;4096;1837
42123,3958333333;29/4/15 9:30;1,9295;603;;4/29/15 9:30;1,9315;603,5;;4/29/15 11:30;2058;33
42123,4166666667;29/4/15 10:00;1,9413;606,25;;4/29/15 10:00;1,9419;606,5;;4/29/15 12:00;3713;12
42123,4375;29/4/15 10:30;1,9492;608,5;;4/29/15 10:30;1,9496;609;;4/29/15 12:30;3125;697
42123,4583333333;29/4/15 11:00;1,9565;610,5;;4/29/15 11:00;1,957;611;;4/29/15 13:00;4145;129
42123,4791666667;29/4/15 11:30;1,9541;609,5;;4/29/15 11:30;1,9545;610;;4/29/15 13:30;12751;263
42123,5;29/4/15 12:00;1,9623;611,75;;4/29/15 12:00;1,9629;612,5;;4/29/15 14:00;2199;7
42123,5208333333;29/4/15 12:30;1,9624;611,75;;4/29/15 12:30;1,9629;612,25;;4/29/15 14:30;3209;40
42123,5416666667;29/4/15 13:00;1,9584;611;;4/29/15 13:00;1,9592;611,5;;4/29/15 15:00;811;5
42123,5625;29/4/15 13:30;1,9495;608;;4/29/15 13:30;1,9499;608,5;;4/29/15 15:30;398;5
42123,5833333333;29/4/15 14:00;1,9446;606,5;;4/29/15 14:00;1,945;606,75;;4/29/15 16:00;229;5
42123,6041666667;29/4/15 14:30;1,9481;607;;4/29/15 14:30;1,9484;607,75;;4/29/15 16:30;73;5
42123,625;29/4/15 15:00;1,946;606,5;;4/29/15 15:00;1,9467;607,25;;4/29/15 17:30;78;5
42123,6458333333;29/4/15 15:30;1,9455;606,25;;4/29/15 15:30;1,9462;607;;4/29/15 18:30;5;5
42123,6666666667;29/4/15 16:00;1,9447;606,25;;4/29/15 16:00;1,9458;607,25;;4/29/15 19:00;6;5
42123,6875;29/4/15 16:30;1,9416;606,75;;4/29/15 16:30;1,955;607,5;;4/29/15 19:30;45;5
42123,7083333333;29/4/15 17:00;1,9471;605,5;;4/29/15;1,9471;607,5;;4/29/15;45;5
42123,7291666667;29/4/15 17:30;1,947;605,5;;4/29/15 17:30;1,9492;607,5;;4/29/15 20:30;3;5
42123,7708333333;29/4/15 18:30;1,9458;605,5;;4/29/15 18:30;1,946;607,5;;4/29/15 21:00;44;5
42123,7916666667;29/4/15 19:00;1,9455;605,5;;4/29/15 19:00;1,9461;607,5;;4/29/15 21:30;16;5
42123,8125;29/4/15 19:30;1,9422;605,5;;4/29/15 19:30;1,9435;607,5;;4/29/15 22:00;3;5
42123,8333333333;29/4/15 20:00;1,9417;605,5;;4/29/15 20:00;1,9424;607,5;;4/29/15 22:30;19;5
42123,8541666667;29/4/15 20:30;1,942;605,5;;4/29/15 20:30;1,9432;606;;4/29/15 23:00;39;10
42123,875;29/4/15 21:00;1,944;605,75;;4/29/15 21:00;1,945;606,5;;4/29/15 23:30;6;4
42123,8958333333;29/4/15 21:30;1,9458;606,5;;4/29/15 21:30;1,9468;607;;4/30/15 0:00;110;1
42123,9166666667;29/4/15 22:00;1,9457;606,25;;4/29/15 22:00;1,9468;607;;4/30/15 0:30;8;2
42123,9375;29/4/15 22:30;1,9438;605,75;;4/29/15 22:30;1,9445;606,5;;4/30/15 1:00;28;2
42123,9583333333;29/4/15 23:00;1,944;606;;4/29/15 23:00;1,945;606,5;;4/30/15 1:30;123;31
42123,9791666667;29/4/15 23:30;1,9443;606,25;;4/29/15 23:30;1,9448;606,75;;4/30/15 2:00;106;31
42124;30/4/15 0:00;1,9424;606;;4/30/15 0:00;1,9432;606,5;;4/30/15 2:30;124;86
42124,0208333333;30/4/15 0:30;1,944;606,25;;4/30/15 0:30;1,9449;607;;4/30/15 3:00;492;6
42124,0416666667;30/4/15 1:00;1,9424;605,75;;4/30/15 1:00;1,9437;606,5;;4/30/15 3:30;380;28
42124,0625;30/4/15 1:30;1,9414;605,25;;4/30/15 1:30;1,942;606;;4/30/15 4:00;178;82
42124,0833333333;30/4/15 2:00;1,9455;606,75;;4/30/15 2:00;1,9465;607,25;;4/30/15 4:30;247;1718
42124,1041666667;30/4/15 2:30;1,9484;607,25;;4/30/15 2:30;1,9492;608;;4/30/15 5:00;586;109
42124,125;30/4/15 3:00;1,9554;609,75;;4/30/15 3:00;1,9563;610,25;;4/30/15 5:30;141;37
42124,1458333333;30/4/15 3:30;1,9592;611;;4/30/15 3:30;1,9599;611,5;;4/30/15 6:00;217;81
42124,1666666667;30/4/15 4:00;1,9565;610;;4/30/15 4:00;1,9575;610,25;;4/30/15 6:30;430;14
42124,1875;30/4/15 4:30;1,952;608;;4/30/15 4:30;1,9525;608,5;;4/30/15 7:00;407;19
42124,2083333333;30/4/15 5:00;1,9443;606;;4/30/15 5:00;1,9448;606,25;;4/30/15 7:30;1449;10
42124,2291666667;30/4/15 5:30;1,95;608;;4/30/15 5:30;1,9508;608,5;;4/30/15 8:00;3269;1427
42124,25;30/4/15 6:00;1,952;608;;4/30/15 6:00;1,9529;608,5;;4/30/15 8:30;3834;450
42124,2708333333;30/4/15 6:30;1,9565;609;;4/30/15 6:30;1,9572;609,5;;4/30/15 9:00;2659;238
42124,2916666667;30/4/15 7:00;1,9551;608,75;;4/30/15 7:00;1,9558;609,25;;4/30/15 9:30;4064;231
42124,3125;30/4/15 7:30;1,9544;608,5;;4/30/15 7:30;1,9556;609;;4/30/15 10:00;4999;496
42124,3333333333;30/4/15 8:00;1,9579;609,5;;4/30/15 8:00;1,9584;610;;4/30/15 10:30;7958;1575
42124,3541666667;30/4/15 8:30;1,9466;606,25;;4/30/15 8:30;1,9471;606,75;;4/30/15 11:00;3807;1593
42124,375;30/4/15 9:00;1,9514;607,75;;4/30/15 9:00;1,9517;608,25;;4/30/15 11:30;2768;564
42124,3958333333;30/4/15 9:30;1,955;608,75;;4/30/15 9:30;1,9554;609,25;;4/30/15 12:00;3990;126
42124,4166666667;30/4/15 10:00;1,9587;609,75;;4/30/15 10:00;1,959;610,25;;4/30/15 12:30;2246;221
42124,4375;30/4/15 10:30;1,966;611,75;;4/30/15 10:30;1,9665;612,5;;4/30/15 13:00;3341;387
42124,4583333333;30/4/15 11:00;1,9665;611,75;;4/30/15 11:00;1,9669;612,25;;4/30/15 13:30;11296;520
42124,4791666667;30/4/15 11:30;1,9723;613,5;;4/30/15 11:30;1,9728;613,75;;4/30/15 14:00;1943;114
42124,5;30/4/15 12:00;1,9712;613;;4/30/15 12:00;1,9716;613,5;;4/30/15 14:30;2348;6
42124,5208333333;30/4/15 12:30;1,9705;613;;4/30/15 12:30;1,9711;613,25;;4/30/15 15:00;503;6
42124,5416666667;30/4/15 13:00;1,9769;614,5;;4/30/15 13:00;1,9771;615;;4/30/15 15:30;247;6
42124,5625;30/4/15 13:30;1,9768;614,25;;4/30/15 13:30;1,9773;614,75;;4/30/15 16:00;201;1
42124,5833333333;30/4/15 14:00;1,9716;612,5;;4/30/15 14:00;1,9722;613,25;;4/30/15 16:30;61;1
42124,6041666667;30/4/15 14:30;1,9776;614,25;;4/30/15 14:30;1,978;615;;4/30/15 17:00;61;1
42124,625;30/4/15 15:00;1,9803;615;;4/30/15 15:00;1,9806;615,75;;4/30/15 17:30;1;1
42124,6458333333;30/4/15 15:30;1,9788;614,75;;4/30/15 15:30;1,9794;615,5;;4/30/15 18:30;4;1
42124,6666666667;30/4/15 16:00;1,981;615;;4/30/15 16:00;1,9821;616,25;;4/30/15 19:00;4;1
42124,6875;30/4/15 16:30;1,9805;614,75;;4/30/15 16:30;1,9825;616;;4/30/15 19:30;37;1
42124,7083333333;30/4/15 17:00;1,975;614,75;;4/30/15;1,9872;616,25;;4/30/15;6;1
 	42.124,73 ;30/4/15 17:30;1,986;614,75;;4/30/15 17:30;1,9879;616,25;;4/30/15 20:30;6;1
 	42.124,77 ;30/4/15 18:30;1,9837;614,75;;4/30/15 18:30;1,985;616,25;;4/30/15 21:00;5;1
 	42.124,79 ;30/4/15 19:00;1,9837;614,75;;4/30/15 19:00;1,9843;616,25;;4/30/15 21:30;32;2
 	42.124,81 ;30/4/15 19:30;1,9818;614,75;;4/30/15 19:30;1,9826;616,25;;4/30/15 22:00;89;2
 	42.124,83 ;30/4/15 20:00;1,9816;614,75;;4/30/15 20:00;1,9834;616,25;;4/30/15 22:30;3;2
 	42.124,85 ;30/4/15 20:30;1,9803;613,75;;4/30/15 20:30;1,9819;614,25;;4/30/15 23:00;3;2
 	42.124,88 ;30/4/15 21:00;1,9829;614,5;;4/30/15 21:00;1,9837;614,75;;4/30/15 23:30;4;2
 	42.124,90 ;30/4/15 21:30;1,982;613,75;;4/30/15 21:30;1,9835;614,5;;5/1/15 0:00;4;2
 	42.124,92 ;30/4/15 22:00;1,9825;614;;4/30/15 22:00;1,9841;614,75;;5/1/15 0:30;3;2
 	42.124,94 ;30/4/15 22:30;1,9829;614,25;;4/30/15 22:30;1,9843;615;;5/1/15 1:00;3;2
 	42.124,96 ;30/4/15 23:00;1,9834;614,25;;4/30/15 23:00;1,9843;615;;5/1/15 1:30;3;1
 	42.124,98 ;30/4/15 23:30;1,9848;614,75;;4/30/15 23:30;1,986;615,5;;5/1/15 2:00;8;4
 	42.125,00 ;1/5/15 0:00;1,9856;615,25;;5/1/15 0:00;1,9869;615,75;;5/1/15 2:30;1;4
 	42.125,02 ;1/5/15 0:30;1,9842;614,75;;5/1/15 0:30;1,9851;615,25;;5/1/15 3:00;75;106
 	42.125,04 ;1/5/15 1:00;1,9843;614,75;;5/1/15 1:00;1,9852;615,25;;5/1/15 3:30;105;64
 	42.125,06 ;1/5/15 1:30;1,9842;614,75;;5/1/15 1:30;1,9852;615,25;;5/1/15 4:00;172;194
 	42.125,08 ;1/5/15 2:00;1,9875;615,75;;5/1/15 2:00;1,988;616,25;;5/1/15 4:30;47;228
 	42.125,10 ;1/5/15 2:30;1,9831;614,5;;5/1/15 2:30;1,9837;615;;5/1/15 5:00;121;2115
 	42.125,13 ;1/5/15 3:00;1,9849;615;;5/1/15 3:00;1,9858;615,5;;5/1/15 5:30;67;123
 	42.125,15 ;1/5/15 3:30;1,9779;613;;5/1/15 3:30;1,9784;613,5;;5/1/15 6:00;187;1026
 	42.125,17 ;1/5/15 4:00;1,9795;613,25;;5/1/15 4:00;1,9803;614;;5/1/15 6:30;186;30
 	42.125,19 ;1/5/15 4:30;1,9811;614,25;;5/1/15 4:30;1,9816;614,5;;5/1/15 7:00;1248;110
 	42.125,21 ;1/5/15 5:00;1,9803;613,75;;5/1/15 5:00;1,9812;614,25;;5/1/15 7:30;1701;2
 	42.125,23 ;1/5/15 5:30;1,9779;613;;5/1/15 5:30;1,9789;613,5;;5/1/15 8:00;1251;46
 	42.125,25 ;1/5/15 6:00;1,9757;612,25;;5/1/15 6:00;1,9764;612,75;;5/1/15 8:30;1805;13
 	42.125,27 ;1/5/15 6:30;1,9763;612,5;;5/1/15 6:30;1,9774;613,25;;5/1/15 9:00;3096;30
 	42.125,29 ;1/5/15 7:00;1,9784;612,5;;5/1/15 7:00;1,9791;613;;5/1/15 9:30;1904;620
 	42.125,31 ;1/5/15 7:30;1,9763;611,75;;5/1/15 7:30;1,9767;612;;5/1/15 10:00;1479;555
 	42.125,33 ;1/5/15 8:00;1,9759;611,75;;5/1/15 8:00;1,9763;612,25;;5/1/15 10:30;2731;450
 	42.125,35 ;1/5/15 8:30;1,9724;611,75;;5/1/15 8:30;1,9729;612;;5/1/15 11:00;681;396
 	42.125,38 ;1/5/15 9:00;1,9758;612,25;;5/1/15 9:00;1,9766;612,75;;5/1/15 11:30;876;174
 	42.125,40 ;1/5/15 9:30;1,9742;611,75;;5/1/15 9:30;1,9746;612,25;;5/1/15 12:00;1868;174
 	42.125,42 ;1/5/15 10:00;1,9765;612,5;;5/1/15 10:00;1,9769;613;;5/1/15 12:30;2539;267
 	42.125,44 ;1/5/15 10:30;1,9747;612,5;;5/1/15 10:30;1,9754;612,75;;5/1/15 13:00;2159;177
 	42.125,46 ;1/5/15 11:00;1,9712;611;;5/1/15 11:00;1,9718;611,5;;5/1/15 13:30;7837;301
 	42.125,48 ;1/5/15 11:30;1,9668;609,75;;5/1/15 11:30;1,9676;610,25;;5/1/15 14:00;1297;12
 	42.125,50 ;1/5/15 12:00;1,967;609,75;;5/1/15 12:00;1,9674;610,25;;5/1/15 14:30;594;4
 	42.125,52 ;1/5/15 12:30;1,9745;611,75;;5/1/15 12:30;1,9751;612;;5/1/15 15:00;106;4
 	42.125,54 ;1/5/15 13:00;1,9781;612,5;;5/1/15 13:00;1,9787;613;;5/1/15 15:30;89;16
 	42.125,56 ;1/5/15 13:30;1,9861;614,75;;5/1/15 13:30;1,9864;615;;5/1/15 16:00;8;16
 	42.125,58 ;1/5/15 14:00;1,9883;615,5;;5/1/15 14:00;1,9884;616;;5/1/15 16:30;13;11
 	42.125,60 ;1/5/15 14:30;1,9917;615,75;;5/1/15 14:30;1,9921;616,5;;5/3/15 18:30;23;11
 	42.125,63 ;1/5/15 15:00;1,993;616,25;;5/1/15 15:00;1,9935;616,75;;5/3/15 19:00;6;11
 	42.125,65 ;1/5/15 15:30;1,9905;615,25;;5/1/15 15:30;1,9907;616;;5/3/15 19:30;3;11
 	42.125,67 ;1/5/15 16:00;1,9896;615,75;;5/1/15 16:00;1,9912;616,5;;5/3/15 20:00;21;11
 	42.125,69 ;1/5/15 16:30;1,9454;615,5;;5/1/15 16:30;2,0885;617;;5/3/15 20:30;26;11
 	42.125,71 ;1/5/15 17:00;1,9454;614,5;;5/1/15;2,0885;617,75;;5/3/15;26;11
 	42.127,77 ;3/5/15 18:30;1,9881;614,75;;5/3/15 18:30;1,9895;616;;5/3/15 21:30;2;11
 	42.127,79 ;3/5/15 19:00;1,9882;614,75;;5/3/15 19:00;1,9897;616;;5/3/15 22:00;14;11
 	42.127,81 ;3/5/15 19:30;1,988;614,75;;5/3/15 19:30;1,9896;616;;5/3/15 22:30;5;11
 	42.127,83 ;3/5/15 20:00;1,988;614,25;;5/3/15 20:00;1,9887;615,75;;5/3/15 23:00;1;11
 	42.127,85 ;3/5/15 20:30;1,9821;613;;5/3/15 20:30;1,9836;614,25;;5/3/15 23:30;7;1
 	42.127,88 ;3/5/15 21:00;1,9821;613;;5/3/15 21:00;1,9832;614,25;;5/4/15 0:00;11;1
 	42.127,90 ;3/5/15 21:30;1,983;613;;5/3/15 21:30;1,9842;614;;5/4/15 0:30;11;1
 	42.127,92 ;3/5/15 22:00;1,9855;613,75;;5/3/15 22:00;1,986;615;;5/4/15 1:00;2;1
 	42.127,94 ;3/5/15 22:30;1,9862;613,75;;5/3/15 22:30;1,9875;614,75;;5/4/15 1:30;2;1
 	42.127,96 ;3/5/15 23:00;1,9843;613,25;;5/3/15 23:00;1,9854;614,25;;5/4/15 2:00;2;11
 	42.127,98 ;3/5/15 23:30;1,985;613,75;;5/3/15 23:30;1,9865;614,25;;5/4/15 2:30;5;15
 	42.128,00 ;4/5/15 0:00;1,9857;613,75;;5/4/15 0:00;1,9864;614,25;;5/4/15 3:00;5;2
 	42.128,02 ;4/5/15 0:30;1,9873;614,25;;5/4/15 0:30;1,988;615,5;;5/4/15 3:30;6;2
 	42.128,04 ;4/5/15 1:00;1,9872;614,25;;5/4/15 1:00;1,9883;615,25;;5/4/15 4:00;91;104
 	42.128,06 ;4/5/15 1:30;1,9869;614,25;;5/4/15 1:30;1,9878;614,75;;5/4/15 4:30;232;17
 	42.128,08 ;4/5/15 2:00;1,9872;614,25;;5/4/15 2:00;1,988;615;;5/4/15 5:00;14;17
 	42.128,10 ;4/5/15 2:30;1,9887;615;;5/4/15 2:30;1,9898;615,75;;5/4/15 5:30;30;17
 	42.128,13 ;4/5/15 3:00;1,9875;614,75;;5/4/15 3:00;1,9885;615,5;;5/4/15 6:00;19;16
 	42.128,15 ;4/5/15 3:30;1,992;616;;5/4/15 3:30;1,9931;616,5;;5/4/15 6:30;77;1
 	42.128,17 ;4/5/15 4:00;1,9935;616,5;;5/4/15 4:00;1,9945;616,75;;5/4/15 7:00;57;124
 	42.128,19 ;4/5/15 4:30;1,9945;616,75;;5/4/15 4:30;1,9953;617,25;;5/4/15 7:30;268;40
 	42.128,21 ;4/5/15 5:00;1,9951;617,25;;5/4/15 5:00;1,9962;617,5;;5/4/15 8:00;1332;12
 	42.128,23 ;4/5/15 5:30;1,9916;615,75;;5/4/15 5:30;1,9921;616;;5/4/15 8:30;2503;106
 	42.128,25 ;4/5/15 6:00;1,993;616,25;;5/4/15 6:00;1,9939;616,75;;5/4/15 9:00;1626;562
 	42.128,27 ;4/5/15 6:30;1,994;616,75;;5/4/15 6:30;1,9948;617;;5/4/15 9:30;1845;468
 	42.128,29 ;4/5/15 7:00;1,9972;617,5;;5/4/15 7:00;1,9982;618;;5/4/15 10:00;858;222
 	42.128,31 ;4/5/15 7:30;1,9923;616,5;;5/4/15 7:30;1,9926;617;;5/4/15 10:30;1611;304
 	42.128,33 ;4/5/15 8:00;1,9976;618;;5/4/15 8:00;1,9981;618,5;;5/4/15 11:00;1154;55
 	42.128,35 ;4/5/15 8:30;1,9779;612,75;;5/4/15 8:30;1,9784;613;;5/4/15 11:30;1352;259
 	42.128,38 ;4/5/15 9:00;1,9783;612,75;;5/4/15 9:00;1,9786;613,25;;5/4/15 12:00;604;30
 	42.128,40 ;4/5/15 9:30;1,9791;612,5;;5/4/15 9:30;1,9796;613;;5/4/15 12:30;1709;31
 	42.128,42 ;4/5/15 10:00;1,9751;611,25;;5/4/15 10:00;1,9757;611,75;;5/4/15 13:00;1937;5
 	42.128,44 ;4/5/15 10:30;1,9908;616,25;;5/4/15 10:30;1,9913;616,5;;5/4/15 13:30;5604;348
 	42.128,46 ;4/5/15 11:00;1,9865;615;;5/4/15 11:00;1,9868;615,5;;5/4/15 14:00;972;36
 	42.128,48 ;4/5/15 11:30;1,9851;614,5;;5/4/15 11:30;1,9858;615;;5/4/15 14:30;915;24
 	42.128,50 ;4/5/15 12:00;1,9884;615,75;;5/4/15 12:00;1,989;616,25;;5/4/15 15:00;649;7
 	42.128,52 ;4/5/15 12:30;1,9807;613,75;;5/4/15 12:30;1,9813;614,25;;5/4/15 15:30;203;7
 	42.128,54 ;4/5/15 13:00;1,9807;613,5;;5/4/15 13:00;1,9813;613,75;;5/4/15 16:00;119;3
 	42.128,56 ;4/5/15 13:30;1,9864;615,5;;5/4/15 13:30;1,9868;616;;5/4/15 16:30;62;6
 	42.128,58 ;4/5/15 14:00;1,9879;615,75;;5/4/15 14:00;1,9887;616,25;;5/4/15 17:00;62;6
 	42.128,60 ;4/5/15 14:30;1,9884;615,75;;5/4/15 14:30;1,9891;616,25;;5/4/15 17:30;62;6
 	42.128,63 ;4/5/15 15:00;1,9868;615,75;;5/4/15 15:00;1,9873;616,25;;5/4/15 18:30;62;6
 	42.128,65 ;4/5/15 15:30;1,9878;616;;5/4/15 15:30;1,9885;616,75;;5/4/15 19:30;49;6
 	42.128,67 ;4/5/15 16:00;1,9873;615,75;;5/4/15 16:00;1,9882;616,75;;5/4/15 20:00;110;6
 	42.128,69 ;4/5/15 16:30;1,97;615,75;;5/4/15 16:30;1,9995;617;;5/4/15 20:30;89;1
 	42.128,71 ;4/5/15 17:00;1,9765;614,5;;5/4/15;1,999;616,5;;5/4/15;7;1
 	42.128,73 ;4/5/15 17:30;1,9844;614,5;;5/4/15 17:30;1,9863;616,5;;5/4/15 21:30;7;1
 	42.128,77 ;4/5/15 18:30;1,9852;614,5;;5/4/15 18:30;1,988;616,5;;5/4/15 22:00;5;1
 	42.128,79 ;4/5/15 19:00;1,985;614,5;;5/4/15 19:00;1,9867;616,5;;5/4/15 22:30;41;129
 	42.128,81 ;4/5/15 19:30;1,985;614,5;;5/4/15 19:30;1,9865;616,5;;5/4/15 23:00;45;9
 	42.128,83 ;4/5/15 20:00;1,9848;614,5;;5/4/15 20:00;1,9862;616,5;;5/4/15 23:30;39;325
 	42.128,85 ;4/5/15 20:30;1,9847;615,25;;5/4/15 20:30;1,9862;616;;5/5/15 0:00;39;325
 	42.128,88 ;4/5/15 21:00;1,984;614,75;;5/4/15 21:00;1,9857;615,5;;5/5/15 0:30;39;325
 	42.128,90 ;4/5/15 21:30;1,9843;615;;5/4/15 21:30;1,9862;615,75;;5/5/15 1:00;41;325
